关键词,价格区间,地址,排名方式,店铺旺旺,宝贝标题,宝贝链接,宝贝id,宝贝价格,宝贝销量,在线人数,标题排除内容
手表;200.00-2000.00;北京;销量从高到低;qq手表旗舰店;西铁城Q＆Q时尚潮流手表休闲运动情侣腕表简约学生男女孩子光能表;https://detail.tmall.com/item.htm?id=43738755917&ns=1&abbucket=1;43738755917;360.00;131;67;卡西欧,海鸥
手表;200.00-2000.00;北京;销量从高到低;casio旗舰店;【分期购】G-SHOCK航空系列GA-1100户外运动手表防水石英表Gshock;https://detail.tmall.com/item.htm?id=44909116997&ns=1&abbucket=1;44909116997;1990.00;92;189;卡西欧,海鸥
手表;200.00-2000.00;北京;销量从高到低;药丸儿人;KOMONO正品复古金属石英小表盘淑女女表学生手表腕表白领礼物钢链;https://item.taobao.com/item.htm?id=42326074578&ns=1&abbucket=1#detail;42326074578;750.00;90;647;卡西欧,海鸥
手表;200.00-2000.00;北京;销量从高到低;药丸儿人;现货官网授权正品包税MVMT复古休闲商务真皮石英三眼手表腕表男表;https://item.taobao.com/item.htm?id=45434690660&ns=1&abbucket=1#detail;45434690660;1149.00;88;485;卡西欧,海鸥
手表;200.00-2000.00;北京;销量从高到低;琪玉名品;正品新款RARONE雷诺手表女表832017防水钢带女士石英表8320178;https://item.taobao.com/item.htm?id=532728346451&ns=1&abbucket=1#detail;532728346451;600.00;73;52;卡西欧,海鸥
手表;200.00-2000.00;北京;销量从高到低;瑞爵手表专营店;新款知时女士手表女正品牌玫瑰金学生超薄时尚潮流防水石英表女表;https://detail.tmall.com/item.htm?id=41617310342&ns=1&abbucket=1;41617310342;358.00;69;81;卡西欧,海鸥
手表;200.00-2000.00;北京;销量从高到低;瑞爵腕表名店;正品知时男士手表男学生瑞士超薄商务满天星精钢防水情侣表石英表;https://item.taobao.com/item.htm?id=522670322341&ns=1&abbucket=1#detail;522670322341;375.00;69;61;卡西欧,海鸥
手表;200.00-2000.00;北京;销量从高到低;药丸儿人;现货官网授权正品包税MVMT复古休闲真皮金属石英手表女表学生白领;https://item.taobao.com/item.htm?id=38416048219&ns=1&abbucket=1#detail;38416048219;999.00;24;146;卡西欧,海鸥
手表;200.00-2000.00;北京;销量从高到低;爱华baby;正品韩国Julius女生手表手链表韩版时尚潮流钢带防水钻石英表女表;https://item.taobao.com/item.htm?id=12783011979&ns=1&abbucket=1#detail;12783011979;206.00;19;106;卡西欧,海鸥
手表;200.00-2000.00;北京;销量从高到低;qq手表旗舰店;西铁城Q＆Q个性时尚炫彩手表男女孩潮流腕表动物款学生防水光能表;https://detail.tmall.com/item.htm?id=522856610012&ns=1&abbucket=1;522856610012;495.00;19;66;卡西欧,海鸥
手表;200.00-2000.00;北京;销量从高到低;药丸儿人;正品 KOMONO WINSTON 复古 极 简约 金属 钢带 石英 男 中性;https://item.taobao.com/item.htm?id=42371836441&ns=1&abbucket=1#detail;42371836441;830.00;17;115;卡西欧,海鸥
手表;200.00-2000.00;北京;销量从高到低;药丸儿人;现货官网授权正品包税MVMT复古休闲商务真皮石英手表男表学生;https://item.taobao.com/item.htm?id=40430897435&ns=1&abbucket=1#detail;40430897435;830.00;16;51;卡西欧,海鸥
手表;200.00-2000.00;北京;销量从高到低;lxp20112011;Orient/东方双狮手表 正品男士长方形石英男表日历皮带FTVAA002WO;https://item.taobao.com/item.htm?id=525724131291&ns=1&abbucket=1#detail;525724131291;1159.20;12;141;卡西欧,海鸥
手表;200.00-2000.00;北京;销量从高到低;药丸儿人;现货官网授权正品包税MVMT复古休闲真皮石英手表女表学生白领淑女;https://item.taobao.com/item.htm?id=524286913558&ns=1&abbucket=1#detail;524286913558;999.00;11;67;卡西欧,海鸥
手表;200.00-2000.00;北京;销量从高到低;ifunny2005;意大利Nava Ora Unica nero 男士女士个性手表 时尚创意概念腕表;https://item.taobao.com/item.htm?id=9890779434&ns=1&abbucket=1#detail;9890779434;1237.00;11;102;卡西欧,海鸥
手表;200.00-2000.00;北京;销量从高到低;药丸儿人;正品 KOMONO WINSTON 复古 编织 酒红 金 男 女 石英 中性;https://item.taobao.com/item.htm?id=35492286602&ns=1&abbucket=1#detail;35492286602;820.00;10;134;卡西欧,海鸥
手表;200.00-2000.00;北京;销量从高到低;药丸儿人;正品 KOMONO 复古 文艺 极美 石英 淑女 金属 手表 女朋友 礼物;https://item.taobao.com/item.htm?id=38389658106&ns=1&abbucket=1#detail;38389658106;830.00;8;61;卡西欧,海鸥
