dataId, 距离（米） ,小区名称,建成年代,楼栋数,总户数,区县,板块,在售套数,成交均价（元）,在售均价（元）,在租房源数,1室房租均价,2室房租均价,3室房租均价,百度地图纬度,百度地图经度,详情页链接,地图链接
5011000017263," 4,148 ",古北国际花园,2006,15,757,长宁,古北,21,88813,103561,30,16306.25,23200,28285.71429,31.201952,121.408793,http://m.sh.lianjia.com/xiaoqu/5011000017263.html,"http://m.sh.lianjia.com/map/pos?pos=121.408793,31.201952"
5011000014304," 2,218 ",嘉丰公寓,1996,73,860,闵行,航华,21,49115,50237,5,3053.333333,3500,,31.17795072,121.3576905,http://m.sh.lianjia.com/xiaoqu/5011000014304.html,"http://m.sh.lianjia.com/map/pos?pos=121.3576905,31.17795072"
5011000015738," 1,657 ",新明星花园,2004,117,1622,闵行,航华,21,56557,56174,26,2300,6440,3042.5,31.18104234,121.3630075,http://m.sh.lianjia.com/xiaoqu/5011000015738.html,"http://m.sh.lianjia.com/map/pos?pos=121.3630075,31.18104234"
5011000018241," 2,213 ",龙柏花苑（公寓）,2003,7,292,长宁,西郊,20,40293,65361,7,10000,16000,16000,31.195948,121.365793,http://m.sh.lianjia.com/xiaoqu/5011000018241.html,"http://m.sh.lianjia.com/map/pos?pos=121.365793,31.195948"
5011000014157," 6,009 ",国亭花苑,2004,79,1007,松江,九亭,20,36102,41375,7,,4500,5833.333333,31.136687,121.338394,http://m.sh.lianjia.com/xiaoqu/5011000014157.html,"http://m.sh.lianjia.com/map/pos?pos=121.338394,31.136687"
5011000017614," 5,636 ",锦鸿公寓,1998,3,772,闵行,梅陇,20,47093,46593,4,,5233.333333,5000,31.143117,121.417923,http://m.sh.lianjia.com/xiaoqu/5011000017614.html,"http://m.sh.lianjia.com/map/pos?pos=121.417923,31.143117"
5011000013758," 3,021 ",平吉一村,2001,151,1963,闵行,古美,20,50646,55734,18,3500,4700,4215,31.149981,121.387559,http://m.sh.lianjia.com/xiaoqu/5011000013758.html,"http://m.sh.lianjia.com/map/pos?pos=121.387559,31.149981"
5011000015176," 3,650 ",新时代花园,2004,128,1616,闵行,古美,20,62628,62190,20,,6266.666667,4957.692308,31.146849,121.394786,http://m.sh.lianjia.com/xiaoqu/5011000015176.html,"http://m.sh.lianjia.com/map/pos?pos=121.394786,31.146849"
5011000017282," 3,971 ",东苑古龙城（公寓）,2008,53,1491,闵行,古美,20,69232,74919,16,,7300,12583.33333,31.157717,121.408765,http://m.sh.lianjia.com/xiaoqu/5011000017282.html,"http://m.sh.lianjia.com/map/pos?pos=121.408765,31.157717"
5011000013736," 2,602 ",欧风花都,2004,106,1537,闵行,古美,20,62847,68633,31,,6173.333333,5494.285714,31.157563,121.392214,http://m.sh.lianjia.com/xiaoqu/5011000013736.html,"http://m.sh.lianjia.com/map/pos?pos=121.392214,31.157563"
5011000013345," 3,745 ",虹日小区,1998,123,1737,长宁,虹桥,20,67183,69496,15,4966.666667,4882.5,2560,31.208455,121.397969,http://m.sh.lianjia.com/xiaoqu/5011000013345.html,"http://m.sh.lianjia.com/map/pos?pos=121.397969,31.208455"
5011000014399," 4,781 ",天山五村（旧）,1996,142,3750,长宁,天山,19,70416,81550,22,3876.666667,4824.285714,2603.333333,31.217164,121.403102,http://m.sh.lianjia.com/xiaoqu/5011000014399.html,"http://m.sh.lianjia.com/map/pos?pos=121.403102,31.217164"
5011000013840," 5,140 ",阳光美景城,2004,71,1967,闵行,古美,19,66918,65838,30,4300,6971.428571,6560,31.14766,121.415413,http://m.sh.lianjia.com/xiaoqu/5011000013840.html,"http://m.sh.lianjia.com/map/pos?pos=121.415413,31.14766"
5011000015155," 5,937 ",望族苑,2002,51,1191,闵行,梅陇,19,49638,59612,16,,7100,9000,31.134704,121.414557,http://m.sh.lianjia.com/xiaoqu/5011000015155.html,"http://m.sh.lianjia.com/map/pos?pos=121.414557,31.134704"
5011000014466," 4,713 ",黎安二村,2001,145,1772,闵行,莘庄,19,49755,50457,15,3333.333333,4054.545455,,31.131859,121.385457,http://m.sh.lianjia.com/xiaoqu/5011000014466.html,"http://m.sh.lianjia.com/map/pos?pos=121.385457,31.131859"
5011000017042," 2,497 ",虹桥花苑,2005,40,781,闵行,金虹桥,19,50893,69915,25,10075,13000,16669.23077,31.194851,121.39481,http://m.sh.lianjia.com/xiaoqu/5011000017042.html,"http://m.sh.lianjia.com/map/pos?pos=121.39481,31.194851"
5011000017655," 1,728 ",虹鹿花苑,1997,59,924,闵行,金虹桥,19,54782,58869,11,3000,6112.5,8750,31.193856,121.384594,http://m.sh.lianjia.com/xiaoqu/5011000017655.html,"http://m.sh.lianjia.com/map/pos?pos=121.384594,31.193856"
5018157867643170," 2,713 ",驰骋小区,1995,59,1032,闵行,航华,19,0,48651,1,4500,,,31.17642,121.353247,http://m.sh.lianjia.com/xiaoqu/5018157867643174.html,"http://m.sh.lianjia.com/map/pos?pos=121.353247,31.17642"
5011000017233, 570 ,风度国际,2005,36,743,闵行,金汇,18,68507,75732,13,,12750,17125,31.173475,121.380697,http://m.sh.lianjia.com/xiaoqu/5011000017233.html,"http://m.sh.lianjia.com/map/pos?pos=121.380697,31.173475"
5011000016322," 3,409 ",鹿特丹花园,1996,11,334,长宁,古北,18,57366,65514,8,,15000,20000,31.199937,121.401757,http://m.sh.lianjia.com/xiaoqu/5011000016322.html,"http://m.sh.lianjia.com/map/pos?pos=121.401757,31.199937"
5011000014052," 4,524 ",鸿发家园,2008,59,831,闵行,古美,18,57912,58725,13,,6016.666667,6666.666667,31.135722,121.391891,http://m.sh.lianjia.com/xiaoqu/5011000014052.html,"http://m.sh.lianjia.com/map/pos?pos=121.391891,31.135722"
5011000015394," 5,679 ",梅陇一村,2003,123,1658,闵行,梅陇,18,57091,54038,15,3800,3885,5500,31.14417728,121.4191609,http://m.sh.lianjia.com/xiaoqu/5011000015394.html,"http://m.sh.lianjia.com/map/pos?pos=121.4191609,31.14417728"
5011000018240," 3,688 ",白雪公主,2004,56,1042,闵行,七宝,18,56492,60826,14,,5833.333333,6950,31.144848,121.363617,http://m.sh.lianjia.com/xiaoqu/5011000018240.html,"http://m.sh.lianjia.com/map/pos?pos=121.363617,31.144848"
5011000014593," 5,433 ",花苑村丁香园,1994,110,1473,徐汇,康健,18,59284,65272,11,3980,5296.666667,,31.152353,121.421277,http://m.sh.lianjia.com/xiaoqu/5011000014593.html,"http://m.sh.lianjia.com/map/pos?pos=121.421277,31.152353"
5011000011056," 4,206 ",桂平小区,1996,116,1403,徐汇,康健,18,63428,68188,10,4250,5800,7250,31.165243,121.414225,http://m.sh.lianjia.com/xiaoqu/5011000011056.html,"http://m.sh.lianjia.com/map/pos?pos=121.414225,31.165243"
5011000013458," 1,598 ",海上新村,1998,69,1140,闵行,古美,18,48319,54153,24,3836.428571,4688,,31.162369,121.376215,http://m.sh.lianjia.com/xiaoqu/5011000013458.html,"http://m.sh.lianjia.com/map/pos?pos=121.376215,31.162369"
5011000014969," 4,752 ",新泾七村,1995,157,2571,长宁,北新泾,18,68240,66583,17,4430,5247.142857,,31.22485231,121.3694236,http://m.sh.lianjia.com/xiaoqu/5011000014969.html,"http://m.sh.lianjia.com/map/pos?pos=121.3694236,31.22485231"
5011000016887," 5,882 ",虹桥新城,2002,38,1202,长宁,中山公园,17,69969,79598,22,,12500,14100,31.222184,121.413399,http://m.sh.lianjia.com/xiaoqu/5011000016887.html,"http://m.sh.lianjia.com/map/pos?pos=121.413399,31.222184"
5011000015690," 3,741 ",华梅花苑,2000,96,1071,闵行,古美,17,59968,60423,13,,5076,6198.75,31.160574,121.407833,http://m.sh.lianjia.com/xiaoqu/5011000015690.html,"http://m.sh.lianjia.com/map/pos?pos=121.407833,31.160574"
5011000007336," 4,713 ",古美西路316弄,1997,118,1412,闵行,古美,17,55405,59653,24,4240,5480,2692.857143,31.13966,121.40246,http://m.sh.lianjia.com/xiaoqu/5011000007336.html,"http://m.sh.lianjia.com/map/pos?pos=121.40246,31.13966"
5011000016256," 4,420 ",春江锦庐,2005,58,642,闵行,古美,17,58973,59856,10,,6075,4483.333333,31.137471,121.393371,http://m.sh.lianjia.com/xiaoqu/5011000016256.html,"http://m.sh.lianjia.com/map/pos?pos=121.393371,31.137471"
5011000012314," 6,749 ",紫金花园,2008,42,1023,松江,九亭,17,42914,37609,4,,4833.333333,6000,31.13097006,121.3340687,http://m.sh.lianjia.com/xiaoqu/5011000012314.html,"http://m.sh.lianjia.com/map/pos?pos=121.3340687,31.13097006"
5011000017808," 4,575 ",古北嘉年华庭,2005,17,706,长宁,古北,17,89837,94617,50,11082.75862,16833.33333,20833.33333,31.199624,121.414621,http://m.sh.lianjia.com/xiaoqu/5011000017808.html,"http://m.sh.lianjia.com/map/pos?pos=121.414621,31.199624"
5011000015736," 1,516 ",嘉富丽苑,2003,21,798,闵行,龙柏,17,52675,64103,25,5628.666667,6600,5647.5,31.189093,121.368228,http://m.sh.lianjia.com/xiaoqu/5011000015736.html,"http://m.sh.lianjia.com/map/pos?pos=121.368228,31.189093"
5011000017647," 1,768 ",流晶逸彩,2002,58,1067,闵行,金虹桥,17,56334,60034,19,4500,8500,10760,31.191081,121.3889,http://m.sh.lianjia.com/xiaoqu/5011000017647.html,"http://m.sh.lianjia.com/map/pos?pos=121.3889,31.191081"
5011000014187," 2,132 ",上虹新村,2004,156,2376,闵行,金虹桥,17,58720,59537,21,3271.428571,5450,6710,31.180056,121.397172,http://m.sh.lianjia.com/xiaoqu/5011000014187.html,"http://m.sh.lianjia.com/map/pos?pos=121.397172,31.180056"
5011000013714," 1,432 ",龙柏西郊公寓,2000,55,698,闵行,龙柏,16,65618,53890,6,,7300,6295,31.185144,121.366453,http://m.sh.lianjia.com/xiaoqu/5011000013714.html,"http://m.sh.lianjia.com/map/pos?pos=121.366453,31.185144"
5011000011129," 6,320 ",良隆园,2002,44,487,松江,九亭,16,44488,41635,10,,4433.333333,4972.5,31.134569,121.336325,http://m.sh.lianjia.com/xiaoqu/5011000011129.html,"http://m.sh.lianjia.com/map/pos?pos=121.336325,31.134569"
5011000012631," 3,588 ",东苑半岛花园（公寓）,2003,99,1208,闵行,古美,16,69297,67531,15,1700,3600,7847.5,31.145221,121.390613,http://m.sh.lianjia.com/xiaoqu/5011000012631.html,"http://m.sh.lianjia.com/map/pos?pos=121.390613,31.145221"
5011000015382," 2,161 ",静安新城（一区）,2002,46,870,闵行,静安新城,16,47272,60763,13,4350,5270,1790,31.16329,121.392039,http://m.sh.lianjia.com/xiaoqu/5011000015382.html,"http://m.sh.lianjia.com/map/pos?pos=121.392039,31.16329"
5011000013869," 3,476 ",万源城朗郡,2009,32,1218,闵行,古美,16,66158,84385,20,,10022.22222,12692.22222,31.155721,121.401928,http://m.sh.lianjia.com/xiaoqu/5011000013869.html,"http://m.sh.lianjia.com/map/pos?pos=121.401928,31.155721"
5011000012355," 2,182 ",茂盛城市花园,2003,101,1423,闵行,七宝,16,65353,64881,28,,5576.086957,7600,31.158326,121.369755,http://m.sh.lianjia.com/xiaoqu/5011000012355.html,"http://m.sh.lianjia.com/map/pos?pos=121.369755,31.158326"
5011000010664," 5,048 ",花苑村紫竹园,1991,50,992,徐汇,康健,16,68223,73140,12,3761.25,4997.5,,31.159204,121.420359,http://m.sh.lianjia.com/xiaoqu/5011000010664.html,"http://m.sh.lianjia.com/map/pos?pos=121.420359,31.159204"
5011000015544," 4,536 ",河风丽景,2007,32,1521,长宁,天山,16,72553,73061,36,7500,9660,10653.57143,31.222778,121.385691,http://m.sh.lianjia.com/xiaoqu/5011000015544.html,"http://m.sh.lianjia.com/map/pos?pos=121.385691,31.222778"
5011000015078," 5,518 ",中紫小区,1997,21,1253,长宁,虹桥,16,64300,74586,12,5153.333333,7173.333333,,31.213191,121.416671,http://m.sh.lianjia.com/xiaoqu/5011000015078.html,"http://m.sh.lianjia.com/map/pos?pos=121.416671,31.213191"
5011000016005," 4,626 ",新泾五村,2000,72,1469,长宁,北新泾,15,59047,63138,11,4404,6650,3567.5,31.224201,121.373045,http://m.sh.lianjia.com/xiaoqu/5011000016005.html,"http://m.sh.lianjia.com/map/pos?pos=121.373045,31.224201"
5011000006682," 5,301 ",长丰坊,1994,91,1320,徐汇,康健,15,72663,74034,15,3512.5,5133.333333,6200,31.160463,121.423256,http://m.sh.lianjia.com/xiaoqu/5011000006682.html,"http://m.sh.lianjia.com/map/pos?pos=121.423256,31.160463"
5011000011033," 3,175 ",平吉二村,1998,179,2167,闵行,古美,15,47975,52838,31,4500,4702.083333,3046.666667,31.149045,121.389194,http://m.sh.lianjia.com/xiaoqu/5011000011033.html,"http://m.sh.lianjia.com/map/pos?pos=121.389194,31.149045"
5011000017544," 4,954 ",南方城,2005,38,952,闵行,古美,15,59611,75216,22,5463.333333,7481.818182,4080,31.139512,121.405931,http://m.sh.lianjia.com/xiaoqu/5011000017544.html,"http://m.sh.lianjia.com/map/pos?pos=121.405931,31.139512"
5011000013115," 6,437 ",罗阳三村,1998,92,1180,闵行,梅陇,15,47759,55168,9,,4155.555556,,31.129564,121.41615,http://m.sh.lianjia.com/xiaoqu/5011000013115.html,"http://m.sh.lianjia.com/map/pos?pos=121.41615,31.129564"
5011000010848, 730 ,锦绣江南（一期）,2002,60,840,闵行,金汇,15,67511,67114,14,3500,,12533.33333,31.180361,121.384205,http://m.sh.lianjia.com/xiaoqu/5011000010848.html,"http://m.sh.lianjia.com/map/pos?pos=121.384205,31.180361"
5011000001394," 2,225 ",虹桥机场新村,2000,171,2411,长宁,西郊,15,49157,52910,7,,4560,2090,31.19116821,121.3613971,http://m.sh.lianjia.com/xiaoqu/5011000001394.html,"http://m.sh.lianjia.com/map/pos?pos=121.3613971,31.19116821"
5011000016239," 1,069 ",金汇花园一街坊,1995,86,902,闵行,金汇,15,62441,60827,26,2200,7466.666667,4835.555556,31.188926,121.378077,http://m.sh.lianjia.com/xiaoqu/5011000016239.html,"http://m.sh.lianjia.com/map/pos?pos=121.378077,31.188926"
5011000015498," 1,747 ",皇朝别墅,2009,79,194,长宁,西郊,15,56131,75842,6,,8750,45000,31.193476,121.370088,http://m.sh.lianjia.com/xiaoqu/5011000015498.html,"http://m.sh.lianjia.com/map/pos?pos=121.370088,31.193476"
5011000016876," 2,069 ",虹桥中园,2007,16,480,长宁,西郊,15,53136,65359,11,6633.333333,8400,11875,31.198843,121.376079,http://m.sh.lianjia.com/xiaoqu/5011000016876.html,"http://m.sh.lianjia.com/map/pos?pos=121.376079,31.198843"
5011000016240," 2,042 ",虹梅花苑,2000,64,757,长宁,西郊,14,59150,68035,6,,5644,7500,31.19668,121.385837,http://m.sh.lianjia.com/xiaoqu/5011000016240.html,"http://m.sh.lianjia.com/map/pos?pos=121.385837,31.19668"
5011000015676," 2,480 ",虹延小区,1999,29,425,长宁,西郊,14,60054,71616,11,,6200,8933.333333,31.197457,121.392113,http://m.sh.lianjia.com/xiaoqu/5011000015676.html,"http://m.sh.lianjia.com/map/pos?pos=121.392113,31.197457"
5011000017080," 4,397 ",古北国际广场,2006,12,555,长宁,古北,14,93568,99714,14,17000,21400,26375,31.200224,121.412474,http://m.sh.lianjia.com/xiaoqu/5011000017080.html,"http://m.sh.lianjia.com/map/pos?pos=121.412474,31.200224"
5011000016237," 4,718 ",海申花园,1999,49,1265,闵行,金虹桥,14,48374,58608,11,4500,5530,5546.666667,31.195709,121.417697,http://m.sh.lianjia.com/xiaoqu/5011000016237.html,"http://m.sh.lianjia.com/map/pos?pos=121.417697,31.195709"
5010022188232030," 2,603 ",航华三村三街坊,1997,59,788,闵行,航华,14,47529,48865,5,,4005,6500,31.172917,121.35469,http://m.sh.lianjia.com/xiaoqu/5010022188232033.html,"http://m.sh.lianjia.com/map/pos?pos=121.35469,31.172917"
5011000002476," 5,272 ",上海诗林（公寓）,2004,13,292,松江,九亭,14,20157,42424,10,3200,,,31.13963649,121.3452216,http://m.sh.lianjia.com/xiaoqu/5011000002476.html,"http://m.sh.lianjia.com/map/pos?pos=121.3452216,31.13963649"
5010027706626890," 3,846 ",富丽公寓（东区）,1995,22,300,闵行,七宝,14,49798,57779,5,3300,5800,6250,31.140555,121.370877,http://m.sh.lianjia.com/xiaoqu/5010027706626897.html,"http://m.sh.lianjia.com/map/pos?pos=121.370877,31.140555"
5011000010830," 4,748 ",古美八村,1997,84,1334,闵行,古美,14,62668,58886,28,4050,4459.473684,1750,31.14474,121.408441,http://m.sh.lianjia.com/xiaoqu/5011000010830.html,"http://m.sh.lianjia.com/map/pos?pos=121.408441,31.14474"
5011102207236," 3,354 ",莲浦府邸（公寓）,2005,66,1034,闵行,七宝,14,63416,68872,19,3000,6258.333333,8633.333333,31.14501541,121.3737137,http://m.sh.lianjia.com/xiaoqu/5011102207236.html,"http://m.sh.lianjia.com/map/pos?pos=121.3737137,31.14501541"
5011000012202," 5,201 ",长兴坊,1993,83,1205,徐汇,康健,14,66663,73341,7,3000,5464,,31.161895,121.42274,http://m.sh.lianjia.com/xiaoqu/5011000012202.html,"http://m.sh.lianjia.com/map/pos?pos=121.42274,31.161895"
5011000003531," 3,581 ",佳宝四村,1999,56,744,闵行,七宝,14,53736,53130,10,4100,4876.25,,31.159686,121.350015,http://m.sh.lianjia.com/xiaoqu/5011000003531.html,"http://m.sh.lianjia.com/map/pos?pos=121.350015,31.159686"
5011000014224," 4,067 ",新时代景庭,2005,92,962,闵行,古美,14,67955,79768,7,,7150,7700,31.154669,121.407983,http://m.sh.lianjia.com/xiaoqu/5011000014224.html,"http://m.sh.lianjia.com/map/pos?pos=121.407983,31.154669"
5011000014243," 5,222 ",樱花园（徐汇）,1993,73,1379,徐汇,康健,14,64431,64851,9,3500,5071.428571,7300,31.153085,121.419453,http://m.sh.lianjia.com/xiaoqu/5011000014243.html,"http://m.sh.lianjia.com/map/pos?pos=121.419453,31.153085"
5011000015494," 4,557 ",新泾八村,2000,26,862,长宁,北新泾,14,57953,61345,6,5330,6500,2690,31.22290371,121.3696453,http://m.sh.lianjia.com/xiaoqu/5011000015494.html,"http://m.sh.lianjia.com/map/pos?pos=121.3696453,31.22290371"
5011000017351," 4,630 ",世纪之春花园,2003,36,898,长宁,北新泾,14,70736,77462,7,3500,9375,13000,31.221719,121.363383,http://m.sh.lianjia.com/xiaoqu/5011000017351.html,"http://m.sh.lianjia.com/map/pos?pos=121.363383,31.221719"
5011000016775," 4,371 ",南洋新都,2002,35,852,长宁,天山,14,75681,85055,15,,10700,13600,31.220291,121.38872,http://m.sh.lianjia.com/xiaoqu/5011000016775.html,"http://m.sh.lianjia.com/map/pos?pos=121.38872,31.220291"
5011000012391," 4,076 ",金菊小区,1997,89,1512,长宁,北新泾,14,71347,65537,11,4500,3780,2275,31.218652,121.373039,http://m.sh.lianjia.com/xiaoqu/5011000012391.html,"http://m.sh.lianjia.com/map/pos?pos=121.373039,31.218652"
5011000013591," 4,237 ",新泾家苑,2009,159,2108,长宁,西郊,14,45989,61600,16,3060,4150,6150,31.213711,121.35678,http://m.sh.lianjia.com/xiaoqu/5011000013591.html,"http://m.sh.lianjia.com/map/pos?pos=121.35678,31.213711"
5011000016618," 4,192 ",水霞小区,1996,88,1701,长宁,仙霞,14,74475,79598,20,4705,6095.384615,7000,31.21479623,121.3965191,http://m.sh.lianjia.com/xiaoqu/5011000016618.html,"http://m.sh.lianjia.com/map/pos?pos=121.3965191,31.21479623"
5011000008227," 5,754 ",安顺路231弄,2004,29,633,长宁,新华路,14,65805,73189,6,4300,,,31.20698824,121.4231687,http://m.sh.lianjia.com/xiaoqu/5011000008227.html,"http://m.sh.lianjia.com/map/pos?pos=121.4231687,31.20698824"
5011000014990," 3,605 ",虹纺小区,1991,58,1302,长宁,虹桥,13,64011,72123,4,4600,,,31.20866705,121.3954408,http://m.sh.lianjia.com/xiaoqu/5011000014990.html,"http://m.sh.lianjia.com/map/pos?pos=121.3954408,31.20866705"
5011000015241," 3,785 ",仙霞大郡,2001,116,1390,长宁,北新泾,13,53418,61429,15,4645,6750,4454,31.215937,121.381009,http://m.sh.lianjia.com/xiaoqu/5011000015241.html,"http://m.sh.lianjia.com/map/pos?pos=121.381009,31.215937"
5011000009584," 5,826 ",遵义小区,1994,63,1400,长宁,中山公园,13,62030,71993,5,4100,5500,,31.219748,121.415028,http://m.sh.lianjia.com/xiaoqu/5011000009584.html,"http://m.sh.lianjia.com/map/pos?pos=121.415028,31.219748"
5011000013114," 4,064 ",沁秋小区,1996,38,884,长宁,北新泾,13,61139,62797,6,3800,4500,,31.21737635,121.3678939,http://m.sh.lianjia.com/xiaoqu/5011000013114.html,"http://m.sh.lianjia.com/map/pos?pos=121.3678939,31.21737635"
